脱敏车牌编号,号牌种类,号牌颜色,采集设备,车辆类型,车速(km/h),经过时间
1354,小型汽车,蓝色,高速K209+820M方向1,小型轿车,52,2024/3/6 9:39
1355,小型汽车,蓝色,高速K209+820M方向1,小型轿车,61,2024/3/6 9:39
1357,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 9:39
1358,小型汽车,蓝色,高速K209+820M方向2,小型轿车,47,2024/3/6 9:39
1359,小型汽车,蓝色,高速K209+820M方向1,小型轿车,66,2024/3/6 9:39
1361,小型汽车,蓝色,高速K209+820M方向2,小型轿车,79,2024/3/6 9:39
1362,小型汽车,蓝色,高速K209+820M方向2,小型轿车,66,2024/3/6 9:40
1363,小型汽车,蓝色,高速K209+820M方向1,小型轿车,71,2024/3/6 9:40
1364,小型汽车,蓝色,高速K209+820M方向1,小型轿车,72,2024/3/6 9:40
1365,小型汽车,蓝色,高速K209+820M方向2,小型轿车,46,2024/3/6 9:40
